location,location_type,topic,start_year,percent_no_change,percent_slight_loss,percent_large_loss,percent_slight_increase,percent_large_increase,total_orgs
VA,state,2a Higher Education,1997,14.71,5.88,11.76,14.71,52.94,34.0
VA,state,2b Other Education,1997,11.4,8.79,21.7,15.93,42.17,728.0
VA,state,3 Environment and Animals,1997,5.66,10.06,25.16,6.92,52.2,159.0
VA,state,4a Hospitals,1997,17.95,7.69,19.23,20.51,34.62,78.0
VA,state,4b Other Health,1997,11.51,7.11,24.2,14.21,42.98,591.0
VA,state,5 Human Services,1997,13.08,11.43,19.27,13.23,42.99,1391.0
VA,state,6 International and Foreign Affairs,1997,7.92,7.92,22.77,12.87,48.51,101.0
VA,state,7 Religion Related,1997,13.27,7.96,24.78,9.29,44.69,226.0
VA,state,8 Other,1997,10.22,8.92,26.58,10.04,44.24,538.0
VT,state,1 Arts,1997,10.89,4.95,19.8,10.89,53.47,101.0
VT,state,2a Higher Education,1997,16.67,16.67,5.56,16.67,44.44,18.0
VT,state,2b Other Education,1997,10.17,10.17,21.19,14.41,44.07,118.0
VT,state,3 Environment and Animals,1997,5.13,7.69,28.21,15.38,43.59,39.0
VT,state,4a Hospitals,1997,28.57,9.52,19.05,33.33,9.52,21.0
VT,state,4b Other Health,1997,13.14,10.22,17.52,18.98,40.15,137.0
VT,state,5 Human Services,1997,13.24,7.72,18.01,11.4,49.63,272.0
VT,state,6 International and Foreign Affairs,1997,33.33,16.67,16.67,16.67,16.67,6.0
VT,state,7 Religion Related,1997,0.0,16.67,0.0,16.67,66.67,6.0
VT,state,8 Other,1997,7.69,9.23,23.08,15.38,44.62,65.0
WA,state,1 Arts,1997,8.4,8.89,26.17,12.59,43.95,405.0
WA,state,2a Higher Education,1997,13.04,4.35,13.04,8.7,60.87,23.0
WA,state,2b Other Education,1997,10.41,10.25,20.66,14.04,44.64,634.0
WA,state,3 Environment and Animals,1997,6.25,10.0,27.5,11.25,45.0,160.0
WA,state,4a Hospitals,1997,21.88,6.25,15.63,25.0,31.25,32.0
WA,state,4b Other Health,1997,11.09,10.0,18.48,15.43,45.0,460.0
WA,state,5 Human Services,1997,15.7,8.88,18.07,16.16,41.19,1306.0
WA,state,6 International and Foreign Affairs,1997,5.56,5.56,31.48,7.41,50.0,54.0
WA,state,7 Religion Related,1997,9.3,8.72,27.33,14.53,40.12,172.0
WA,state,8 Other,1997,10.99,8.04,25.74,6.97,48.26,373.0
WI,state,1 Arts,1997,9.88,8.33,20.99,14.51,46.3,324.0
WI,state,2a Higher Education,1997,6.67,13.33,10.0,16.67,53.33,30.0
WI,state,2b Other Education,1997,10.39,10.16,21.02,13.63,44.8,433.0
WI,state,3 Environment and Animals,1997,12.27,6.13,23.93,14.11,43.56,163.0
WI,state,4a Hospitals,1997,18.42,5.26,6.14,32.46,37.72,114.0
WI,state,4b Other Health,1997,15.38,11.11,18.38,16.88,38.25,468.0
WI,state,5 Human Services,1997,15.6,10.79,17.57,17.23,38.81,1474.0
WI,state,6 International and Foreign Affairs,1997,4.0,20.0,20.0,8.0,48.0,25.0
WI,state,7 Religion Related,1997,11.33,10.67,18.67,15.33,44.0,150.0
WI,state,8 Other,1997,10.61,8.58,27.54,13.09,40.18,443.0
WV,state,1 Arts,1997,13.16,5.26,25.0,9.21,47.37,76.0
WV,state,2a Higher Education,1997,8.33,16.67,16.67,25.0,33.33,12.0
WV,state,2b Other Education,1997,10.75,4.3,34.41,8.6,41.94,93.0
WV,state,3 Environment and Animals,1997,8.57,5.71,25.71,8.57,51.43,35.0
WV,state,4a Hospitals,1997,15.38,10.26,5.13,35.9,33.33,39.0
WV,state,4b Other Health,1997,15.17,10.11,19.1,15.73,39.89,178.0
WV,state,5 Human Services,1997,15.96,8.09,19.1,15.73,41.12,445.0
WV,state,6 International and Foreign Affairs,1997,66.67,0.0,0.0,0.0,33.33,3.0
WV,state,7 Religion Related,1997,5.88,14.71,29.41,17.65,32.35,34.0
WV,state,8 Other,1997,5.47,6.25,26.56,12.5,49.22,128.0
WY,state,1 Arts,1997,5.41,8.11,32.43,8.11,45.95,37.0
WY,state,2a Higher Education,1997,0.0,0.0,33.33,33.33,33.33,3.0
WY,state,2b Other Education,1997,5.36,10.71,23.21,16.07,44.64,56.0
WY,state,3 Environment and Animals,1997,0.0,13.64,22.73,13.64,50.0,22.0
WY,state,4a Hospitals,1997,0.0,0.0,0.0,0.0,100.0,2.0
WY,state,4b Other Health,1997,7.94,4.76,14.29,19.05,53.97,63.0
WY,state,5 Human Services,1997,14.78,5.42,19.7,16.75,43.35,203.0
WY,state,7 Religion Related,1997,0.0,0.0,40.0,20.0,40.0,10.0
WY,state,8 Other,1997,12.5,9.38,18.75,3.13,56.25,32.0
All USA,state,All USA,1997,12.989441546876987,9.045922910571175,21.35987787813255,14.290802696857908,42.31395496756138,157220.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,1 Arts,1997,7.84,11.76,24.84,11.11,44.44,153.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,2a Higher Education,1997,13.33,20.0,20.0,13.33,33.33,15.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,2b Other Education,1997,12.46,8.81,25.53,13.68,39.51,329.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,3 Environment and Animals,1997,0.0,8.57,40.0,20.0,31.43,35.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,4a Hospitals,1997,3.33,3.33,13.33,23.33,56.67,30.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,4b Other Health,1997,7.69,11.06,24.52,13.94,42.79,208.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,5 Human Services,1997,17.15,9.71,20.04,15.5,37.6,484.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,6 International and Foreign Affairs,1997,4.76,0.0,28.57,19.05,47.62,21.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,7 Religion Related,1997,10.53,7.6,23.39,9.94,48.54,171.0
"Atlanta-Sandy Springs-Roswell, GA",cbsa,8 Other,1997,6.98,9.3,32.09,7.91,43.72,215.0
"Austin-Round Rock, TX",cbsa,1 Arts,1997,6.02,3.61,19.28,13.25,57.83,83.0
"Austin-Round Rock, TX",cbsa,2a Higher Education,1997,0.0,28.57,14.29,14.29,42.86,7.0
"Austin-Round Rock, TX",cbsa,2b Other Education,1997,10.79,4.32,23.02,7.91,53.96,139.0
"Austin-Round Rock, TX",cbsa,3 Environment and Animals,1997,12.5,6.25,34.38,6.25,40.63,32.0
"Austin-Round Rock, TX",cbsa,4a Hospitals,1997,20.0,20.0,0.0,20.0,40.0,5.0
"Austin-Round Rock, TX",cbsa,4b Other Health,1997,9.48,7.76,28.45,12.07,42.24,116.0
"Austin-Round Rock, TX",cbsa,5 Human Services,1997,15.58,7.04,14.57,12.56,50.25,199.0
"Austin-Round Rock, TX",cbsa,6 International and Foreign Affairs,1997,14.29,0.0,14.29,28.57,42.86,7.0
"Austin-Round Rock, TX",cbsa,7 Religion Related,1997,7.14,14.29,35.71,3.57,39.29,28.0
"Austin-Round Rock, TX",cbsa,8 Other,1997,6.32,3.16,25.26,11.58,53.68,95.0
"Baltimore-Columbia-Towson, MD",cbsa,1 Arts,1997,9.52,9.52,24.49,14.97,41.5,147.0
"Baltimore-Columbia-Towson, MD",cbsa,2a Higher Education,1997,21.43,7.14,7.14,21.43,42.86,14.0
"Baltimore-Columbia-Towson, MD",cbsa,2b Other Education,1997,11.92,11.92,21.54,11.54,43.08,260.0
"Baltimore-Columbia-Towson, MD",cbsa,3 Environment and Animals,1997,4.44,20.0,20.0,8.89,46.67,45.0
"Baltimore-Columbia-Towson, MD",cbsa,4a Hospitals,1997,21.62,18.92,10.81,21.62,27.03,37.0
"Baltimore-Columbia-Towson, MD",cbsa,4b Other Health,1997,13.16,7.24,22.37,14.8,42.43,304.0
"Baltimore-Columbia-Towson, MD",cbsa,5 Human Services,1997,12.33,7.64,16.84,16.32,46.88,576.0
"Baltimore-Columbia-Towson, MD",cbsa,6 International and Foreign Affairs,1997,7.41,3.7,18.52,0.0,70.37,27.0
"Baltimore-Columbia-Towson, MD",cbsa,7 Religion Related,1997,2.0,14.0,20.0,12.0,52.0,50.0
"Baltimore-Columbia-Towson, MD",cbsa,8 Other,1997,9.8,8.33,32.35,7.84,41.67,204.0
"Birmingham-Hoover, AL",cbsa,1 Arts,1997,8.33,6.25,20.83,12.5,52.08,48.0
"Birmingham-Hoover, AL",cbsa,2a Higher Education,1997,33.33,16.67,16.67,0.0,33.33,6.0
"Birmingham-Hoover, AL",cbsa,2b Other Education,1997,4.55,9.09,22.73,12.12,51.52,66.0
"Birmingham-Hoover, AL",cbsa,3 Environment and Animals,1997,7.14,7.14,14.29,35.71,35.71,14.0
"Birmingham-Hoover, AL",cbsa,4a Hospitals,1997,15.38,0.0,15.38,38.46,30.77,13.0
"Birmingham-Hoover, AL",cbsa,4b Other Health,1997,16.5,11.65,26.21,12.62,33.01,103.0
"Birmingham-Hoover, AL",cbsa,5 Human Services,1997,22.86,12.0,16.0,17.14,32.0,175.0
"Birmingham-Hoover, AL",cbsa,6 International and Foreign Affairs,1997,0.0,25.0,50.0,0.0,25.0,4.0
"Birmingham-Hoover, AL",cbsa,7 Religion Related,1997,10.87,10.87,17.39,10.87,50.0,46.0
"Birmingham-Hoover, AL",cbsa,8 Other,1997,14.08,4.23,22.54,16.9,42.25,71.0
"Boston-Cambridge-Newton, MA-NH",cbsa,1 Arts,1997,11.23,8.69,25.42,9.53,45.13,472.0
"Boston-Cambridge-Newton, MA-NH",cbsa,2a Higher Education,1997,18.18,3.64,10.91,27.27,40.0,55.0
"Boston-Cambridge-Newton, MA-NH",cbsa,2b Other Education,1997,11.6,8.66,19.24,17.33,43.17,681.0
"Boston-Cambridge-Newton, MA-NH",cbsa,3 Environment and Animals,1997,10.29,8.09,22.06,5.88,53.68,136.0
"Boston-Cambridge-Newton, MA-NH",cbsa,4a Hospitals,1997,19.7,6.06,16.67,28.79,28.79,66.0
"Boston-Cambridge-Newton, MA-NH",cbsa,4b Other Health,1997,13.0,9.31,22.01,17.13,38.55,677.0
"Boston-Cambridge-Newton, MA-NH",cbsa,5 Human Services,1997,17.26,7.18,15.95,19.65,39.96,1379.0
"Boston-Cambridge-Newton, MA-NH",cbsa,6 International and Foreign Affairs,1997,4.49,12.36,34.83,5.62,42.7,89.0
"Boston-Cambridge-Newton, MA-NH",cbsa,7 Religion Related,1997,12.0,8.0,20.0,10.67,49.33,75.0
"Boston-Cambridge-Newton, MA-NH",cbsa,8 Other,1997,8.35,7.16,30.31,8.35,45.82,419.0
"Buffalo-Cheektowaga-Niagara Falls, NY",cbsa,1 Arts,1997,4.0,13.33,18.67,6.67,57.33,75.0
"Buffalo-Cheektowaga-Niagara Falls, NY",cbsa,2a Higher Education,1997,33.33,0.0,0.0,0.0,66.67,6.0
"Buffalo-Cheektowaga-Niagara Falls, NY",cbsa,2b Other Education,1997,22.73,11.36,19.32,17.05,29.55,88.0
"Buffalo-Cheektowaga-Niagara Falls, NY",cbsa,3 Environment and Animals,1997,12.5,12.5,18.75,6.25,50.0,16.0
"Buffalo-Cheektowaga-Niagara Falls, NY",cbsa,4a Hospitals,1997,15.38,23.08,23.08,30.77,7.69,13.0
"Buffalo-Cheektowaga-Niagara Falls, NY",cbsa,4b Other Health,1997,10.79,10.07,25.18,19.42,34.53,139.0
"Buffalo-Cheektowaga-Niagara Falls, NY",cbsa,5 Human Services,1997,23.39,10.17,18.64,17.97,29.83,295.0
"Buffalo-Cheektowaga-Niagara Falls, NY",cbsa,6 International and Foreign Affairs,1997,12.5,0.0,12.5,0.0,75.0,8.0
"Buffalo-Cheektowaga-Niagara Falls, NY",cbsa,7 Religion Related,1997,4.0,16.0,36.0,8.0,36.0,25.0
"Buffalo-Cheektowaga-Niagara Falls, NY",cbsa,8 Other,1997,10.13,8.86,22.78,13.92,44.3,79.0
"Charlotte-Concord-Gastonia, NC-SC",cbsa,1 Arts,1997,11.69,10.39,25.97,14.29,37.66,77.0
"Charlotte-Concord-Gastonia, NC-SC",cbsa,2a Higher Education,1997,25.0,0.0,0.0,0.0,75.0,8.0
"Charlotte-Concord-Gastonia, NC-SC",cbsa,2b Other Education,1997,9.49,5.84,25.55,9.49,49.64,137.0
"Charlotte-Concord-Gastonia, NC-SC",cbsa,3 Environment and Animals,1997,0.0,0.0,42.86,28.57,28.57,7.0
"Charlotte-Concord-Gastonia, NC-SC",cbsa,4a Hospitals,1997,11.11,0.0,0.0,33.33,55.56,9.0
"Charlotte-Concord-Gastonia, NC-SC",cbsa,4b Other Health,1997,11.63,9.3,24.42,15.12,39.53,86.0
"Charlotte-Concord-Gastonia, NC-SC",cbsa,5 Human Services,1997,16.19,7.55,16.91,12.23,47.12,278.0
"Charlotte-Concord-Gastonia, NC-SC",cbsa,6 International and Foreign Affairs,1997,0.0,0.0,16.67,16.67,66.67,6.0
"Charlotte-Concord-Gastonia, NC-SC",cbsa,7 Religion Related,1997,11.11,9.52,25.4,4.76,49.21,63.0
"Charlotte-Concord-Gastonia, NC-SC",cbsa,8 Other,1997,3.37,10.11,22.47,14.61,49.44,89.0
"Chicago-Naperville-Elgin, IL-IN-WI",cbsa,1 Arts,1997,8.64,8.42,23.97,12.31,46.65,463.0
"Chicago-Naperville-Elgin, IL-IN-WI",cbsa,2a Higher Education,1997,15.69,7.84,11.76,25.49,39.22,51.0
"Chicago-Naperville-Elgin, IL-IN-WI",cbsa,2b Other Education,1997,13.39,9.84,20.87,14.96,40.94,762.0
"Chicago-Naperville-Elgin, IL-IN-WI",cbsa,3 Environment and Animals,1997,8.57,7.62,20.95,6.67,56.19,105.0
"Chicago-Naperville-Elgin, IL-IN-WI",cbsa,4a Hospitals,1997,11.36,4.55,12.5,26.14,45.45,88.0
"Chicago-Naperville-Elgin, IL-IN-WI",cbsa,4b Other Health,1997,13.72,8.77,23.06,12.59,41.87,707.0
"Chicago-Naperville-Elgin, IL-IN-WI",cbsa,5 Human Services,1997,16.01,8.9,16.74,17.74,40.6,1505.0
"Chicago-Naperville-Elgin, IL-IN-WI",cbsa,6 International and Foreign Affairs,1997,9.33,6.67,30.67,8.0,45.33,75.0
"Chicago-Naperville-Elgin, IL-IN-WI",cbsa,7 Religion Related,1997,8.64,10.29,23.46,11.11,46.5,243.0
"Chicago-Naperville-Elgin, IL-IN-WI",cbsa,8 Other,1997,13.15,9.62,23.76,9.48,43.99,707.0
"Cincinnati, OH-KY-IN",cbsa,1 Arts,1997,10.38,5.66,31.13,12.26,40.57,106.0
"Cincinnati, OH-KY-IN",cbsa,2a Higher Education,1997,14.29,0.0,0.0,28.57,57.14,7.0
"Cincinnati, OH-KY-IN",cbsa,2b Other Education,1997,16.11,6.67,28.33,13.33,35.56,180.0
"Cincinnati, OH-KY-IN",cbsa,3 Environment and Animals,1997,0.0,7.14,21.43,17.86,53.57,28.0
"Cincinnati, OH-KY-IN",cbsa,4a Hospitals,1997,16.0,16.0,8.0,20.0,40.0,25.0
"Cincinnati, OH-KY-IN",cbsa,4b Other Health,1997,13.71,6.6,19.29,16.24,44.16,197.0
"Cincinnati, OH-KY-IN",cbsa,5 Human Services,1997,14.55,8.22,23.24,15.49,38.5,426.0
"Cincinnati, OH-KY-IN",cbsa,6 International and Foreign Affairs,1997,0.0,15.38,15.38,0.0,69.23,13.0
"Cincinnati, OH-KY-IN",cbsa,7 Religion Related,1997,12.0,14.0,22.0,10.0,42.0,50.0
"Cincinnati, OH-KY-IN",cbsa,8 Other,1997,5.47,10.16,34.38,8.59,41.41,128.0
"Cleveland-Elyria, OH",cbsa,1 Arts,1997,9.45,9.45,30.71,11.02,39.37,127.0
"Cleveland-Elyria, OH",cbsa,2a Higher Education,1997,20.0,13.33,20.0,13.33,33.33,15.0
"Cleveland-Elyria, OH",cbsa,2b Other Education,1997,14.35,9.09,19.62,17.7,39.23,209.0
"Cleveland-Elyria, OH",cbsa,3 Environment and Animals,1997,9.68,3.23,32.26,9.68,45.16,31.0
"Cleveland-Elyria, OH",cbsa,4a Hospitals,1997,12.9,16.13,22.58,16.13,32.26,31.0
"Cleveland-Elyria, OH",cbsa,4b Other Health,1997,10.14,9.18,20.29,15.94,44.44,207.0
"Cleveland-Elyria, OH",cbsa,5 Human Services,1997,18.48,8.77,17.3,17.54,37.91,422.0
"Cleveland-Elyria, OH",cbsa,6 International and Foreign Affairs,1997,0.0,15.79,31.58,5.26,47.37,19.0
"Cleveland-Elyria, OH",cbsa,7 Religion Related,1997,14.58,10.42,16.67,10.42,47.92,48.0
"Cleveland-Elyria, OH",cbsa,8 Other,1997,6.75,9.13,29.37,6.75,48.02,252.0
"Columbus, OH",cbsa,1 Arts,1997,11.88,5.94,29.7,15.84,36.63,101.0
"Columbus, OH",cbsa,2a Higher Education,1997,27.27,9.09,36.36,0.0,27.27,11.0
"Columbus, OH",cbsa,2b Other Education,1997,12.02,9.29,30.05,9.84,38.8,183.0
"Columbus, OH",cbsa,3 Environment and Animals,1997,0.0,12.5,16.67,20.83,50.0,24.0
"Columbus, OH",cbsa,4a Hospitals,1997,18.18,0.0,18.18,45.45,18.18,11.0
"Columbus, OH",cbsa,4b Other Health,1997,9.55,9.55,25.28,15.73,39.89,178.0
"Columbus, OH",cbsa,5 Human Services,1997,28.99,7.2,11.67,16.54,35.6,514.0
"Columbus, OH",cbsa,6 International and Foreign Affairs,1997,7.14,14.29,35.71,7.14,35.71,14.0
"Columbus, OH",cbsa,7 Religion Related,1997,15.38,7.69,30.77,10.26,35.9,39.0
"Columbus, OH",cbsa,8 Other,1997,7.1,7.1,36.77,9.03,40.0,155.0
"Dallas-Fort Worth-Arlington, TX",cbsa,1 Arts,1997,12.44,8.0,16.44,11.11,52.0,225.0
"Dallas-Fort Worth-Arlington, TX",cbsa,2a Higher Education,1997,11.11,5.56,5.56,16.67,61.11,18.0
"Dallas-Fort Worth-Arlington, TX",cbsa,2b Other Education,1997,9.59,7.67,22.54,11.27,48.92,417.0
"Dallas-Fort Worth-Arlington, TX",cbsa,3 Environment and Animals,1997,7.32,12.2,43.9,7.32,29.27,41.0
"Dallas-Fort Worth-Arlington, TX",cbsa,4a Hospitals,1997,10.34,10.34,17.24,31.03,31.03,29.0
"Dallas-Fort Worth-Arlington, TX",cbsa,4b Other Health,1997,12.55,4.86,23.48,11.74,47.37,247.0
"Dallas-Fort Worth-Arlington, TX",cbsa,5 Human Services,1997,10.91,9.06,19.3,13.59,47.15,596.0
"Dallas-Fort Worth-Arlington, TX",cbsa,6 International and Foreign Affairs,1997,4.55,4.55,13.64,22.73,54.55,22.0
"Dallas-Fort Worth-Arlington, TX",cbsa,7 Religion Related,1997,9.38,8.33,28.82,11.81,41.67,288.0
"Dallas-Fort Worth-Arlington, TX",cbsa,8 Other,1997,9.76,8.54,24.39,5.28,52.03,246.0
"Denver-Aurora-Lakewood, CO",cbsa,1 Arts,1997,9.15,8.5,32.03,10.46,39.87,153.0
"Denver-Aurora-Lakewood, CO",cbsa,2a Higher Education,1997,0.0,0.0,50.0,25.0,25.0,4.0
"Denver-Aurora-Lakewood, CO",cbsa,2b Other Education,1997,10.55,9.77,24.22,17.19,38.28,256.0
"Denver-Aurora-Lakewood, CO",cbsa,3 Environment and Animals,1997,3.23,12.9,35.48,9.68,38.71,62.0
"Denver-Aurora-Lakewood, CO",cbsa,4a Hospitals,1997,7.69,15.38,23.08,7.69,46.15,13.0
"Denver-Aurora-Lakewood, CO",cbsa,4b Other Health,1997,9.55,11.06,22.61,12.06,44.72,199.0
"Denver-Aurora-Lakewood, CO",cbsa,5 Human Services,1997,12.34,8.37,20.92,14.44,43.93,478.0
"Denver-Aurora-Lakewood, CO",cbsa,6 International and Foreign Affairs,1997,0.0,0.0,18.18,18.18,63.64,11.0
"Denver-Aurora-Lakewood, CO",cbsa,7 Religion Related,1997,4.12,14.43,26.8,7.22,47.42,97.0
"Denver-Aurora-Lakewood, CO",cbsa,8 Other,1997,9.39,6.08,24.31,10.5,49.72,181.0
"Detroit-Warren-Dearborn, MI",cbsa,1 Arts,1997,9.62,10.9,27.56,12.82,39.1,156.0
"Detroit-Warren-Dearborn, MI",cbsa,2a Higher Education,1997,21.43,7.14,21.43,21.43,28.57,14.0
"Detroit-Warren-Dearborn, MI",cbsa,2b Other Education,1997,10.22,11.11,22.22,12.89,43.56,225.0
"Detroit-Warren-Dearborn, MI",cbsa,3 Environment and Animals,1997,10.71,21.43,14.29,17.86,35.71,28.0
"Detroit-Warren-Dearborn, MI",cbsa,4a Hospitals,1997,13.51,10.81,16.22,29.73,29.73,37.0
"Detroit-Warren-Dearborn, MI",cbsa,4b Other Health,1997,13.28,9.96,15.13,19.93,41.7,271.0
"Detroit-Warren-Dearborn, MI",cbsa,5 Human Services,1997,18.7,8.54,15.32,19.29,38.14,679.0
"Detroit-Warren-Dearborn, MI",cbsa,6 International and Foreign Affairs,1997,5.56,11.11,33.33,5.56,44.44,18.0
"Detroit-Warren-Dearborn, MI",cbsa,7 Religion Related,1997,6.25,6.25,37.5,10.0,40.0,80.0
"Detroit-Warren-Dearborn, MI",cbsa,8 Other,1997,12.38,10.89,31.19,10.89,34.65,202.0
"Hartford-West Hartford-East Hartford, CT",cbsa,1 Arts,1997,7.14,11.61,28.57,14.29,38.39,112.0
"Hartford-West Hartford-East Hartford, CT",cbsa,2a Higher Education,1997,0.0,12.5,25.0,12.5,50.0,8.0
"Hartford-West Hartford-East Hartford, CT",cbsa,2b Other Education,1997,14.29,10.39,20.78,12.34,42.21,154.0
"Hartford-West Hartford-East Hartford, CT",cbsa,3 Environment and Animals,1997,0.0,5.26,10.53,5.26,78.95,19.0
"Hartford-West Hartford-East Hartford, CT",cbsa,4a Hospitals,1997,12.5,12.5,25.0,18.75,31.25,16.0
"Hartford-West Hartford-East Hartford, CT",cbsa,4b Other Health,1997,11.61,6.45,27.1,18.06,36.77,155.0
"Hartford-West Hartford-East Hartford, CT",cbsa,5 Human Services,1997,17.75,7.69,15.68,19.53,39.35,338.0
"Hartford-West Hartford-East Hartford, CT",cbsa,6 International and Foreign Affairs,1997,12.5,0.0,25.0,25.0,37.5,8.0
"Hartford-West Hartford-East Hartford, CT",cbsa,7 Religion Related,1997,3.7,14.81,22.22,18.52,40.74,27.0
"Hartford-West Hartford-East Hartford, CT",cbsa,8 Other,1997,9.09,6.82,20.45,7.95,55.68,88.0
"Houston-The Woodlands-Sugar Land, TX",cbsa,1 Arts,1997,5.99,7.78,29.94,15.57,40.72,167.0
"Houston-The Woodlands-Sugar Land, TX",cbsa,2a Higher Education,1997,8.33,16.67,25.0,16.67,33.33,12.0
"Houston-The Woodlands-Sugar Land, TX",cbsa,2b Other Education,1997,9.84,5.57,23.28,10.82,50.49,305.0
"Houston-The Woodlands-Sugar Land, TX",cbsa,3 Environment and Animals,1997,7.89,5.26,34.21,7.89,44.74,38.0
"Houston-The Woodlands-Sugar Land, TX",cbsa,4a Hospitals,1997,21.43,14.29,21.43,0.0,42.86,14.0
"Houston-The Woodlands-Sugar Land, TX",cbsa,4b Other Health,1997,9.58,11.25,26.25,9.58,43.33,240.0
"Houston-The Woodlands-Sugar Land, TX",cbsa,5 Human Services,1997,13.71,7.14,18.73,14.48,45.95,518.0
"Houston-The Woodlands-Sugar Land, TX",cbsa,6 International and Foreign Affairs,1997,13.33,10.0,23.33,10.0,43.33,30.0
"Houston-The Woodlands-Sugar Land, TX",cbsa,7 Religion Related,1997,10.29,5.88,24.26,10.29,49.26,136.0
"Houston-The Woodlands-Sugar Land, TX",cbsa,8 Other,1997,7.69,8.24,25.27,11.54,47.25,182.0
"Indianapolis-Carmel-Anderson, IN",cbsa,1 Arts,1997,5.32,2.13,37.23,13.83,41.49,94.0
"Indianapolis-Carmel-Anderson, IN",cbsa,2a Higher Education,1997,9.09,27.27,18.18,9.09,36.36,11.0
"Indianapolis-Carmel-Anderson, IN",cbsa,2b Other Education,1997,12.27,7.36,15.95,9.2,55.21,163.0
"Indianapolis-Carmel-Anderson, IN",cbsa,3 Environment and Animals,1997,6.9,3.45,31.03,3.45,55.17,29.0
"Indianapolis-Carmel-Anderson, IN",cbsa,4a Hospitals,1997,16.67,0.0,8.33,41.67,33.33,12.0
"Indianapolis-Carmel-Anderson, IN",cbsa,4b Other Health,1997,10.32,6.45,19.35,14.84,49.03,155.0
"Indianapolis-Carmel-Anderson, IN",cbsa,5 Human Services,1997,14.29,7.91,20.92,14.8,42.09,392.0
"Indianapolis-Carmel-Anderson, IN",cbsa,6 International and Foreign Affairs,1997,25.0,0.0,33.33,0.0,41.67,12.0
"Indianapolis-Carmel-Anderson, IN",cbsa,7 Religion Related,1997,7.27,9.09,21.82,3.64,58.18,55.0
"Indianapolis-Carmel-Anderson, IN",cbsa,8 Other,1997,6.99,11.89,25.17,11.89,44.06,143.0
"Jacksonville, FL",cbsa,1 Arts,1997,8.82,14.71,14.71,23.53,38.24,34.0
"Jacksonville, FL",cbsa,2a Higher Education,1997,0.0,20.0,20.0,40.0,20.0,5.0
"Jacksonville, FL",cbsa,2b Other Education,1997,7.14,5.36,26.79,12.5,48.21,56.0
"Jacksonville, FL",cbsa,3 Environment and Animals,1997,10.0,5.0,35.0,15.0,35.0,20.0
"Jacksonville, FL",cbsa,4a Hospitals,1997,21.43,7.14,7.14,14.29,50.0,14.0
"Jacksonville, FL",cbsa,4b Other Health,1997,14.94,9.2,25.29,18.39,32.18,87.0
"Jacksonville, FL",cbsa,5 Human Services,1997,15.7,10.47,19.19,16.86,37.79,172.0
"Jacksonville, FL",cbsa,6 International and Foreign Affairs,1997,0.0,0.0,0.0,100.0,0.0,1.0
"Jacksonville, FL",cbsa,7 Religion Related,1997,12.77,4.26,36.17,14.89,31.91,47.0
"Jacksonville, FL",cbsa,8 Other,1997,10.26,7.69,43.59,10.26,28.21,39.0
"Kansas City, MO-KS",cbsa,1 Arts,1997,4.65,10.47,32.56,11.63,40.7,86.0
"Kansas City, MO-KS",cbsa,2a Higher Education,1997,7.14,7.14,14.29,21.43,50.0,14.0
"Kansas City, MO-KS",cbsa,2b Other Education,1997,14.84,12.09,18.68,13.19,41.21,182.0
"Kansas City, MO-KS",cbsa,3 Environment and Animals,1997,20.0,0.0,35.0,10.0,35.0,20.0
"Kansas City, MO-KS",cbsa,4a Hospitals,1997,20.0,13.33,10.0,33.33,23.33,30.0
"Kansas City, MO-KS",cbsa,4b Other Health,1997,10.87,9.78,26.09,10.33,42.93,184.0
"Kansas City, MO-KS",cbsa,5 Human Services,1997,15.45,9.55,19.38,14.89,40.73,356.0
"Kansas City, MO-KS",cbsa,6 International and Foreign Affairs,1997,10.53,15.79,21.05,5.26,47.37,19.0
"Kansas City, MO-KS",cbsa,7 Religion Related,1997,9.21,11.84,18.42,9.21,51.32,76.0
"Kansas City, MO-KS",cbsa,8 Other,1997,10.81,8.11,26.35,8.11,46.62,148.0
"Las Vegas-Henderson-Paradise, NV",cbsa,1 Arts,1997,0.0,9.09,31.82,13.64,45.45,22.0
"Las Vegas-Henderson-Paradise, NV",cbsa,2a Higher Education,1997,NULL,NULL,NULL,NULL,NULL,0.0
"Las Vegas-Henderson-Paradise, NV",cbsa,2b Other Education,1997,8.57,5.71,31.43,8.57,45.71,35.0
"Las Vegas-Henderson-Paradise, NV",cbsa,3 Environment and Animals,1997,0.0,10.0,30.0,10.0,50.0,10.0
"Las Vegas-Henderson-Paradise, NV",cbsa,4a Hospitals,1997,50.0,0.0,0.0,50.0,0.0,2.0
"Las Vegas-Henderson-Paradise, NV",cbsa,4b Other Health,1997,16.13,0.0,19.35,9.68,54.84,31.0
"Las Vegas-Henderson-Paradise, NV",cbsa,5 Human Services,1997,8.89,3.33,17.78,15.56,54.44,90.0
